timestamp,airspeed,armed,attitude.pitch,attitude.roll,attitude.yaw,battery.current,battery.level,battery.voltage,commands.count,commands.next,ekf_ok,gimbal.pitch,gimbal.roll,gimbal.yaw,gps_0.eph,gps_0.epv,gps_0.fix_type,gps_0.satellites_visible,groundspeed,heading,home_location.alt,home_location.global_frame,home_location.lat,home_location.local_frame,home_location.lon,is_armable,last_heartbeat,location.global_frame.alt,location.global_frame.global_frame,location.global_frame.lat,location.global_frame.local_frame,location.global_frame.lon,location.global_relative_frame.alt,location.global_relative_frame.global_frame,location.global_relative_frame.lat,location.global_relative_frame.local_frame,location.global_relative_frame.lon,location.local_frame.down,location.local_frame.east,location.local_frame.north,ml_verdict,mode.name,mount_status[0],mount_status[1],mount_status[2],rangefinder.distance,rangefinder.voltage,system_status.state,timedelta,velocity[0],velocity[1],velocity[2],version.autopilot_type,version.major,version.minor,version.patch,version.raw_version,version.release,version.vehicle_type
1733609187.3905447,0.0,True,-0.00919805746525526,-0.020674634724855423,3.073096990585327,3.26,79,16.127,0,0,False,,,,84,135,4,17,0.049031369388103485,175,80.555,,39.142395,,-76.7304815,False,0.019154166000021178,81.145,,39.1423948,,-76.7304808,0.026,,39.1423948,,-76.7304808,8.364935874938965,7.0980987548828125,-21.36360740661621,unknown,POSCTL,,,,9,,ACTIVE,0,0.01,0.04,-0.17,12,1,15,2,17760768,0,13
1733609188.4048374,0.0,True,-0.008713222108781338,-0.01713796705007553,3.0753304958343506,3.57,78,16.092,0,0,False,,,,84,135,4,16,0.030456658452749252,176,81.118,,39.142395,,-76.7304809,False,0.030665721999980633,81.181,,39.1423945,,-76.7304808,0.062,,39.1423945,,-76.7304808,8.32996940612793,7.106895446777344,-21.398792266845703,unknown,POSCTL,,,,9,,ACTIVE,1733609188.4048374,0.02,0.03,-0.18,12,1,15,2,17760768,0,13
1733609188.5044632,0.0,True,-0.008784279227256775,-0.016840415075421333,3.0757219791412354,3.57,78,16.092,0,0,False,,,,84,135,4,16,0.020893478766083717,176,81.118,,39.142395,,-76.7304809,False,0.12938731500003087,81.186,,39.1423945,,-76.7304807,0.067,,39.1423945,,-76.7304807,8.324910163879395,7.107613563537598,-21.4007511138916,unknown,POSCTL,,,,9,,ACTIVE,0.09962582588195801,0.02,0.02,-0.18,12,1,15,2,17760768,0,13
1733609188.6045823,0.0,True,-0.008547469973564148,-0.01610833778977394,3.076392889022827,3.57,78,16.092,0,0,False,,,,84,135,4,16,0.020893478766083717,176,81.118,,39.142395,,-76.7304809,False,0.22304429600001185,81.19,,39.1423945,,-76.7304807,0.071,,39.1423945,,-76.7304807,8.324910163879395,7.107613563537598,-21.4007511138916,unknown,POSCTL,,,,9,,ACTIVE,1733609188.5049565,0.03,0.02,-0.17,12,1,15,2,17760768,0,13
1733609188.7047763,0.0,True,-0.007697450928390026,-0.015624857507646084,3.076385974884033,3.57,78,16.092,0,0,False,,,,84,135,4,16,0.020893478766083717,176,81.118,,39.142395,,-76.7304809,False,0.3289400740000019,81.192,,39.1423945,,-76.7304807,0.073,,39.1423945,,-76.7304807,8.319700241088867,7.1074748039245605,-21.401227951049805,unknown,POSCTL,,,,9,,ACTIVE,0.19981980323791504,0.03,0.0,-0.16,12,1,15,2,17760768,0,13
1733609188.8050642,0.0,True,-0.007514083292335272,-0.015910368412733078,3.0768814086914062,3.61,77,16.056,0,0,False,,,,84,135,4,16,0.03760974854230881,176,81.118,,39.142395,,-76.7304809,False,0.41844929599994884,81.195,,39.1423945,,-76.7304808,0.076,,39.1423945,,-76.7304808,8.317727088928223,7.106616497039795,-21.400697708129883,unknown,POSCTL,,,,9,,ACTIVE,1733609188.6052444,0.03,-0.01,-0.17,12,1,15,2,17760768,0,13
1733609188.9058921,0.0,True,-0.007349507417529821,-0.015371976420283318,3.0774893760681152,3.61,77,16.056,0,0,False,,,,84,135,4,16,0.03760974854230881,176,81.118,,39.142395,,-76.7304809,False,0.5314471289999574,81.197,,39.1423945,,-76.7304808,0.078,,39.1423945,,-76.7304808,8.314353942871094,7.105128765106201,-21.400663375854492,unknown,POSCTL,,,,9,,ACTIVE,0.3006477355957031,0.03,-0.02,-0.16,12,1,15,2,17760768,0,13
1733609189.005492,0.0,True,-0.007279105018824339,-0.015018445439636707,3.0775527954101562,3.61,77,16.056,0,0,False,,,,84,135,4,16,0.03760974854230881,176,81.118,,39.142395,,-76.7304809,False,0.6192755739999711,81.201,,39.1423945,,-76.7304808,0.082,,39.1423945,,-76.7304808,8.310311317443848,7.105242729187012,-21.4001407623291,unknown,POSCTL,,,,9,,ACTIVE,1733609188.7048442,0.04,-0.01,-0.16,12,1,15,2,17760768,0,13
1733609189.105608,0.0,True,-0.008300554007291794,-0.015097551979124546,3.0777459144592285,3.61,77,16.056,0,0,False,,,,84,135,4,16,0.03760974854230881,176,81.118,,39.142395,,-76.7304809,False,0.727328813999975,81.204,,39.1423945,,-76.7304808,0.086,,39.1423945,,-76.7304808,8.305431365966797,7.104766845703125,-21.4000244140625,unknown,POSCTL,,,,9,,ACTIVE,0.40076375007629395,0.03,-0.03,-0.16,12,1,15,2,17760768,0,13
1733609189.2057772,0.0,True,-0.007029275875538588,-0.014527232386171818,3.0779690742492676,3.61,77,16.056,0,0,False,,,,84,135,4,16,0.032839611172676086,176,81.118,,39.142395,,-76.7304809,False,0.8260696480000433,81.209,,39.1423945,,-76.7304808,0.09,,39.1423945,,-76.7304808,8.302452087402344,7.103817939758301,-21.40190887451172,unknown,POSCTL,,,,9,,ACTIVE,1733609188.8050134,0.02,-0.04,-0.16,12,1,15,2,17760768,0,13
1733609189.3068671,0.0,True,-0.008252700790762901,-0.014158773235976696,3.0777406692504883,3.61,77,16.056,0,0,False,,,,84,135,4,16,0.032839611172676086,176,81.118,,39.142395,,-76.7304809,False,0.9322747590000517,81.208,,39.1423945,,-76.7304808,0.09,,39.1423945,,-76.7304808,8.302319526672363,7.102174758911133,-21.40723991394043,unknown,POSCTL,,,,9,,ACTIVE,0.5018537044525146,0.01,-0.03,-0.15,12,1,15,2,17760768,0,13
1733609189.4064448,0.0,True,-0.007437093649059534,-0.014341012574732304,3.0787582397460938,3.61,77,16.056,0,0,False,,,,84,135,4,16,0.032839611172676086,176,81.118,,39.142395,,-76.7304809,False,0.03453709200005051,81.209,,39.1423944,,-76.7304808,0.091,,39.1423944,,-76.7304808,8.302319526672363,7.102174758911133,-21.40723991394043,unknown,POSCTL,,,,9,,ACTIVE,1733609188.904591,0.01,-0.05,-0.15,12,1,15,2,17760768,0,13
1733609189.5075507,0.0,True,-0.007855338975787163,-0.01392387505620718,3.078439950942993,3.48,76,16.043,0,0,False,,,,84,135,4,16,0.042870670557022095,176,81.118,,39.142395,,-76.7304809,False,0.13582083300002523,81.212,,39.1423944,,-76.7304808,0.094,,39.1423944,,-76.7304808,8.300702095031738,7.100275039672852,-21.41025161743164,unknown,POSCTL,,,,9,,ACTIVE,0.6029596328735352,0.01,-0.04,-0.15,12,1,15,2,17760768,0,13
1733609189.606716,0.0,True,-0.008355915546417236,-0.014207021333277225,3.077714443206787,3.48,76,16.043,0,0,False,,,,84,135,4,16,0.042870670557022095,176,81.118,,39.142395,,-76.7304809,False,0.23182946200006427,81.211,,39.1423944,,-76.7304808,0.092,,39.1423944,,-76.7304808,8.299729347229004,7.099204063415527,-21.41314125061035,unknown,POSCTL,,,,9,,ACTIVE,1733609189.0037563,0.01,-0.05,-0.13,12,1,15,2,17760768,0,13
